0.438,0.498,3.625,3.645,5.000,2.918,5.000,2.351,2.332,2.643,1.698,1.687,1.698,1.717,1.744,0.593,0.502,0.493,0.504,0.445,0.431,0.444,0.440,0.429,Slight-Right-Turn
0.438,0.498,3.625,3.648,5.000,2.918,5.000,2.637,2.332,2.649,1.695,1.687,1.695,1.720,1.744,0.592,0.502,0.493,0.504,0.449,0.431,0.444,0.443,0.429,Slight-Right-Turn
0.438,0.498,3.625,3.629,5.000,2.918,5.000,2.637,2.334,2.643,1.696,1.687,1.695,1.717,1.744,0.593,0.502,0.493,0.504,0.449,0.431,0.444,0.446,0.429,Slight-Right-Turn
0.437,0.501,3.625,3.626,5.000,2.918,5.000,2.353,2.334,2.642,1.730,1.687,1.695,1.717,1.744,0.593,0.502,0.493,0.504,0.449,0.431,0.444,0.444,0.429,Slight-Right-Turn
0.438,0.498,3.626,3.629,5.000,2.918,5.000,2.640,2.334,2.639,1.696,1.687,1.695,1.717,1.744,0.592,0.502,0.493,0.504,0.449,0.431,0.444,0.441,0.429,Slight-Right-Turn
0.439,0.498,3.626,3.629,5.000,2.918,5.000,2.633,2.334,2.645,1.705,1.686,1.694,1.719,1.744,0.589,0.502,0.493,0.504,0.446,0.431,0.444,0.444,0.430,Slight-Right-Turn
0.440,5.000,3.627,3.628,5.000,2.919,3.028,2.346,2.330,2.638,1.727,1.684,1.692,1.714,1.745,0.588,0.501,0.492,0.504,0.451,0.433,0.446,0.444,0.432,Slight-Right-Turn
0.444,5.021,3.631,3.634,5.000,2.919,5.000,2.626,2.327,2.638,1.698,1.680,1.688,1.709,1.740,0.595,0.500,0.491,0.503,0.453,0.436,0.448,0.444,0.436,Slight-Right-Turn
0.451,5.025,3.635,3.639,5.000,2.920,3.027,2.620,2.323,2.632,1.706,1.673,1.681,1.703,0.753,0.595,0.499,0.491,0.502,0.457,0.440,0.453,0.454,0.442,Sharp-Right-Turn
0.458,5.022,3.640,3.644,5.000,2.922,5.000,2.346,2.321,2.628,1.688,1.666,1.674,1.696,0.744,0.590,0.496,0.490,0.498,0.462,0.444,0.458,0.461,0.449,Sharp-Right-Turn
0.465,0.525,3.646,3.670,5.000,2.923,5.000,2.611,2.315,2.631,1.674,1.658,1.666,1.688,0.735,0.593,0.495,0.488,0.497,0.467,0.449,0.462,0.469,0.457,Sharp-Right-Turn
0.473,0.533,3.652,3.676,5.000,2.925,5.000,2.607,2.310,2.623,1.669,1.651,1.659,1.684,0.729,0.578,0.496,0.487,0.498,0.469,0.454,0.467,0.476,0.465,Sharp-Right-Turn
0.481,0.544,3.658,3.678,5.000,2.926,5.000,2.606,2.303,2.619,1.668,1.643,1.651,1.275,0.723,0.581,0.495,0.486,0.497,0.477,0.459,0.472,0.484,0.472,Sharp-Right-Turn
0.484,0.544,3.661,3.665,5.000,2.928,5.000,2.321,2.304,5.022,1.647,1.639,1.646,1.270,0.757,0.623,0.493,0.484,0.495,0.480,0.461,0.474,0.485,0.476,Sharp-Right-Turn
0.484,0.532,3.669,3.662,2.945,2.926,5.000,2.326,2.306,2.620,1.648,1.639,1.646,1.270,0.760,0.533,0.493,0.483,0.494,0.507,0.461,0.473,0.486,0.476,Sharp-Right-Turn
0.482,0.520,3.685,3.664,2.952,2.927,5.000,2.981,2.307,2.329,1.650,1.640,1.644,1.268,0.757,0.533,0.492,0.482,0.492,0.513,0.459,0.474,0.485,0.474,Sharp-Right-Turn
0.481,0.522,3.682,3.661,2.955,2.927,2.957,2.984,1.700,2.622,1.651,1.641,1.645,1.272,0.761,0.530,0.492,0.482,0.492,0.513,0.462,0.486,0.483,0.473,Sharp-Right-Turn
0.480,0.525,3.694,3.664,2.948,2.926,2.950,2.995,1.697,2.619,1.651,1.642,1.646,1.269,0.762,0.530,0.493,0.482,0.492,0.516,0.462,0.486,0.483,0.473,Sharp-Right-Turn
0.481,0.515,5.018,3.664,2.956,2.927,2.947,2.993,1.697,2.622,1.651,1.641,1.645,1.269,0.765,0.592,0.489,0.482,0.495,0.531,0.462,0.499,0.483,0.473,Sharp-Right-Turn
0.479,5.000,3.696,3.661,2.953,2.927,2.944,2.993,1.702,2.622,1.649,1.642,1.645,1.269,0.812,0.588,0.489,0.481,0.491,0.510,0.462,0.481,0.483,0.473,Sharp-Right-Turn
0.480,0.506,5.019,3.665,2.941,2.929,2.945,2.981,1.700,2.616,1.652,1.642,1.645,1.271,0.814,0.643,0.491,0.480,0.493,0.524,0.461,0.469,0.484,0.473,Sharp-Right-Turn
0.479,5.000,5.019,3.661,2.943,2.930,2.942,2.996,1.698,2.312,1.653,1.642,1.644,1.274,0.811,0.617,0.491,0.479,0.491,0.575,0.461,0.465,0.484,0.473,Sharp-Right-Turn
0.479,5.000,5.020,3.662,2.945,2.931,2.942,2.997,1.700,2.313,1.654,1.642,1.644,1.270,0.908,0.616,0.490,0.478,0.489,0.503,0.460,0.460,0.478,0.473,Slight-Right-Turn
0.481,0.508,5.021,3.660,2.954,2.936,2.946,2.966,1.705,2.313,1.654,1.643,1.643,1.270,1.689,0.678,0.493,0.477,0.483,0.497,0.467,0.459,0.476,0.473,Slight-Right-Turn
0.486,0.510,0.522,3.662,2.958,2.938,2.939,2.627,1.707,2.314,1.659,1.643,1.639,1.665,1.702,0.696,0.516,0.476,0.477,0.547,0.465,0.457,0.470,0.474,Slight-Right-Turn
0.479,0.521,0.520,3.663,2.954,2.938,2.941,2.957,1.712,2.314,1.660,1.643,1.638,1.660,1.758,0.688,0.534,0.475,0.475,0.489,0.461,0.456,0.465,0.474,Slight-Right-Turn
0.480,0.554,0.521,3.664,2.954,2.938,2.941,2.632,1.715,2.313,1.660,1.643,1.637,1.656,1.761,0.687,0.553,0.475,0.474,0.558,0.462,0.453,0.465,0.476,Slight-Right-Turn
0.481,0.511,5.023,3.665,2.954,2.937,2.941,2.627,1.707,2.312,1.660,1.641,1.636,1.655,1.756,0.687,0.545,0.475,0.475,0.504,0.463,0.458,0.470,0.477,Slight-Right-Turn
0.482,0.528,0.524,3.665,2.953,2.937,2.940,2.629,1.706,2.312,1.657,1.640,1.635,1.654,1.756,0.566,0.549,0.475,0.476,0.505,0.464,0.459,0.468,0.477,Slight-Right-Turn
0.482,0.529,0.521,3.665,2.956,2.940,2.940,2.627,1.706,2.312,1.656,1.640,1.635,1.654,1.756,0.566,0.556,0.475,0.476,0.502,0.463,0.459,0.468,0.477,Slight-Right-Turn
0.482,0.525,0.524,3.665,2.953,2.940,2.940,2.630,1.709,2.311,1.660,1.640,1.635,1.654,1.756,0.563,0.542,0.475,0.476,0.488,0.464,0.459,0.468,0.478,Slight-Right-Turn
0.482,0.512,0.524,3.665,2.953,2.940,2.940,2.629,1.709,2.311,1.660,1.640,1.635,1.654,1.755,0.563,0.545,0.475,0.475,0.485,0.464,0.459,0.468,0.478,Slight-Right-Turn
0.484,0.514,0.525,3.667,2.954,2.938,2.941,2.957,1.707,2.310,1.658,1.638,1.633,1.652,1.753,0.682,0.535,0.475,0.475,0.544,0.465,0.457,0.469,0.483,Slight-Right-Turn
0.487,0.533,0.525,3.669,2.955,2.941,2.938,2.958,1.708,2.307,1.652,1.635,1.629,1.648,1.749,0.535,0.541,0.474,0.474,0.525,0.468,0.459,0.471,0.483,Slight-Right-Turn
0.492,0.537,0.532,3.673,2.956,2.942,2.942,3.472,1.704,2.304,1.647,1.630,1.624,1.646,1.744,0.526,0.545,0.474,0.473,0.486,0.471,0.462,0.474,0.488,Slight-Right-Turn
0.494,0.539,0.538,3.677,2.956,2.942,2.939,3.053,1.695,2.298,1.645,1.624,1.618,1.639,1.780,0.526,0.530,0.474,0.473,0.542,0.476,0.467,0.478,0.498,Slight-Right-Turn
0.501,0.539,5.024,3.681,2.960,2.943,2.942,3.738,2.596,2.294,1.635,1.617,1.611,1.635,1.728,0.523,0.541,0.474,0.473,0.495,0.481,0.472,0.483,0.505,Slight-Right-Turn
0.509,0.546,5.028,3.687,5.000,2.944,2.942,2.963,2.589,2.286,1.634,1.610,1.609,1.621,1.662,0.526,0.541,0.477,0.472,0.488,0.487,0.477,0.488,0.513,Slight-Right-Turn
0.517,0.554,5.025,3.695,2.969,2.945,2.943,2.986,1.682,2.280,1.633,1.604,1.603,1.611,1.646,0.524,0.553,0.487,0.471,0.483,0.493,0.483,0.494,0.525,Slight-Right-Turn
0.526,0.560,5.026,3.701,5.000,2.945,2.943,2.600,1.670,2.273,1.628,1.595,1.590,1.602,0.576,0.705,0.549,0.477,0.471,0.483,0.503,0.490,0.500,0.528,Sharp-Right-Turn
0.535,0.568,0.670,3.707,5.000,2.949,2.943,2.588,1.662,2.266,5.000,1.586,1.581,1.592,1.620,0.699,0.542,0.476,0.471,0.482,0.500,0.497,0.506,0.540,Slight-Right-Turn
0.544,0.559,5.029,3.712,5.000,2.948,2.943,2.582,1.654,1.648,5.000,1.580,1.572,1.579,1.607,0.525,0.572,0.476,0.471,0.482,0.514,0.504,0.513,0.553,Slight-Right-Turn
0.553,0.565,5.026,3.718,5.000,2.948,2.943,2.577,1.646,1.640,5.000,1.571,1.562,1.570,1.597,0.526,0.592,0.476,0.470,0.482,0.521,0.511,0.523,0.567,Slight-Right-Turn
0.562,0.574,5.026,3.728,3.757,2.949,2.943,1.661,1.637,1.631,5.000,1.561,1.553,1.560,1.587,0.701,0.558,0.476,0.470,0.481,0.529,0.518,0.530,0.573,Slight-Right-Turn
0.572,0.583,5.023,3.731,3.777,2.953,2.943,2.960,1.631,1.625,5.000,1.554,1.542,1.553,1.179,0.689,0.580,0.477,0.470,0.481,0.537,0.525,0.534,0.581,Slight-Right-Turn
0.582,0.593,5.029,3.740,3.786,2.956,2.943,2.953,2.541,2.231,1.558,1.541,1.532,1.542,1.167,0.742,0.573,0.477,0.470,0.481,0.548,0.536,0.545,0.590,Slight-Right-Turn
0.591,0.599,5.000,3.003,3.791,2.960,2.943,2.959,2.535,2.224,1.552,1.531,1.522,1.529,1.159,0.729,0.530,0.477,0.471,0.480,0.556,0.541,0.552,0.600,Slight-Right-Turn
0.600,0.608,5.028,3.001,3.769,2.967,2.943,2.953,2.529,2.217,5.000,1.523,1.513,1.519,1.151,0.730,0.570,0.477,0.471,0.481,0.576,0.551,0.582,0.609,Slight-Right-Turn
0.604,0.620,5.028,3.001,3.765,5.000,2.943,2.952,2.526,2.211,1.532,1.511,1.504,1.510,1.143,0.817,0.564,0.478,0.471,0.481,0.595,0.558,0.582,0.619,Slight-Right-Turn
0.607,0.628,5.000,2.998,3.770,5.000,2.942,2.954,2.523,2.204,1.524,1.502,1.495,1.501,1.136,1.621,0.576,0.478,0.471,0.481,0.609,0.566,0.578,0.628,Slight-Right-Turn
0.617,0.634,5.000,3.771,3.772,5.000,2.942,2.957,2.518,1.574,1.515,1.493,1.486,1.491,1.128,1.616,0.584,0.478,0.472,0.481,0.507,0.573,0.588,0.637,Slight-Right-Turn
0.623,0.643,5.000,3.777,3.774,5.000,2.942,3.673,2.508,1.562,1.509,1.484,1.477,1.482,1.589,1.607,0.578,0.479,0.472,0.481,5.000,0.584,0.585,0.647,Slight-Right-Turn
0.627,0.652,5.000,3.786,3.779,5.000,2.941,5.000,2.502,1.554,1.498,1.475,1.467,1.472,1.129,0.754,0.583,0.480,0.473,0.481,0.500,0.592,0.589,0.656,Slight-Right-Turn
0.630,0.665,5.000,3.830,3.788,2.961,2.941,5.000,2.502,2.176,1.489,1.466,1.457,1.459,1.572,0.748,0.599,0.492,0.473,0.482,0.500,0.600,0.597,0.663,Slight-Right-Turn
0.644,0.674,5.000,5.017,3.790,5.000,2.940,5.000,2.901,2.171,1.483,1.456,1.448,1.452,1.563,1.574,0.589,0.490,0.474,0.482,0.500,0.616,0.605,0.674,Slight-Right-Turn
0.670,0.684,5.000,5.016,3.795,2.954,2.939,5.000,2.895,2.164,1.476,1.447,1.438,1.439,1.554,1.571,0.627,0.491,0.475,0.483,0.501,0.751,0.613,0.636,Slight-Right-Turn
0.689,0.690,0.723,5.016,3.834,2.957,2.942,5.000,2.890,2.156,5.019,1.440,1.428,1.429,1.545,1.562,0.630,0.493,0.487,0.486,0.504,0.625,0.617,0.640,Slight-Right-Turn
0.699,0.704,5.000,5.015,3.809,5.000,2.942,5.000,2.885,2.149,1.462,1.431,1.418,1.419,1.472,1.552,0.642,0.494,0.485,0.487,0.653,0.773,0.629,0.651,Slight-Right-Turn
0.706,0.724,2.546,5.013,3.810,5.000,2.941,2.963,2.879,2.141,5.018,1.421,1.412,1.409,1.437,1.540,0.632,0.495,0.486,0.487,0.502,5.000,0.575,0.652,Slight-Right-Turn
0.716,0.734,5.000,5.012,3.812,5.000,2.943,2.898,2.876,2.143,5.017,1.412,1.399,1.400,1.417,1.534,0.631,0.496,0.487,0.485,0.502,5.000,0.578,0.654,Slight-Right-Turn
0.729,0.726,5.000,5.012,3.820,5.000,5.000,2.947,2.871,2.129,5.019,1.406,1.390,1.393,1.411,1.523,0.639,0.501,0.488,0.486,5.000,0.661,0.650,0.662,Slight-Right-Turn
0.735,0.736,0.787,5.010,3.822,5.000,2.941,2.939,2.862,2.122,2.126,1.397,1.380,1.383,1.404,1.423,0.663,0.502,0.490,0.487,0.686,0.670,0.658,0.669,Slight-Right-Turn
0.744,0.751,5.000,5.013,3.826,5.000,2.941,2.934,2.857,2.115,2.115,1.388,1.374,1.370,1.394,1.413,0.659,0.504,0.491,0.489,0.700,0.678,0.666,0.677,Slight-Right-Turn
0.757,0.753,5.000,5.011,3.830,5.000,2.939,2.932,2.852,2.110,2.104,1.380,1.365,1.361,1.384,1.409,0.665,0.506,0.496,0.491,0.514,0.690,0.674,0.685,Slight-Right-Turn
0.719,0.766,0.813,5.010,3.835,5.000,2.941,2.930,2.849,2.415,2.098,1.374,1.356,1.354,1.370,1.406,0.541,0.542,0.498,0.494,0.508,0.696,0.683,0.693,Slight-Right-Turn
0.724,0.756,5.000,5.009,3.839,5.000,2.936,2.928,2.843,2.414,2.087,1.365,1.349,1.344,1.360,1.473,0.543,0.514,0.500,0.496,0.520,0.705,0.692,0.702,Move-Forward
1.390,1.638,1.648,1.673,2.061,1.415,3.250,3.157,4.410,3.687,5.000,1.991,5.000,1.293,1.333,0.992,0.989,0.569,0.548,0.538,0.544,0.664,0.934,1.373,Move-Forward
1.405,1.655,1.664,1.695,1.712,1.608,3.250,3.151,3.177,3.673,5.000,1.970,5.000,1.273,1.319,0.986,0.715,0.576,0.555,0.545,0.554,0.678,0.935,1.391,Move-Forward
1.422,1.672,1.684,1.709,1.507,1.810,3.238,3.144,5.000,3.659,5.000,1.949,5.000,1.287,1.299,1.319,0.716,0.583,0.562,0.551,0.558,0.693,0.955,1.409,Move-Forward
1.441,1.689,1.698,1.729,1.503,1.615,3.238,3.134,3.157,3.644,5.000,1.929,5.000,1.269,1.284,0.994,0.951,0.590,0.566,0.559,0.568,0.718,0.976,1.428,Move-Forward
1.460,1.706,1.716,1.747,1.625,1.802,3.229,3.127,3.151,3.629,5.000,1.917,5.000,1.220,1.275,0.990,0.712,0.598,0.574,0.566,0.573,0.734,1.007,1.444,Move-Forward
1.479,1.724,1.733,1.755,1.622,1.810,3.223,3.123,3.140,3.615,5.000,1.898,5.000,1.202,1.261,1.269,0.934,0.605,0.585,0.574,0.580,0.743,1.025,1.463,Move-Forward
1.498,1.742,1.751,1.779,1.577,1.849,3.220,3.116,3.133,3.603,5.000,1.875,5.000,1.183,1.239,1.247,0.922,0.613,0.589,0.581,0.588,0.802,5.000,1.482,Move-Forward
1.518,1.760,1.770,1.800,1.526,1.810,3.145,3.106,3.136,3.587,5.000,1.852,5.000,1.165,1.342,0.942,0.917,0.621,0.600,0.589,0.596,0.730,1.819,1.502,Move-Forward
1.538,1.778,1.791,5.000,1.560,1.846,3.215,3.099,4.349,3.572,5.000,1.833,5.000,1.143,1.331,0.921,0.908,0.628,0.607,0.597,0.604,0.745,1.840,1.525,Move-Forward
1.554,1.797,1.806,1.838,1.527,1.858,3.212,3.092,4.345,3.557,5.000,1.816,5.000,1.128,1.316,1.200,0.900,0.635,0.614,0.604,0.610,5.000,1.856,1.544,Move-Forward
1.574,1.815,1.828,5.000,1.535,1.861,3.210,3.085,4.341,3.542,5.000,1.793,5.000,1.106,1.299,1.270,0.892,0.642,0.622,0.612,0.618,5.000,0.951,1.561,Move-Forward
